V1	V2.x	V3	V4	V5	grp	DUP	len
NC_021684.1	Gnomon	exon	9535529	9535609	5280	NO	80
NC_021684.1	Gnomon	intron	9535610	9535693	5281	NO	83
NC_021684.1	Gnomon	exon	9535694	9535747	5282	NO	53
NC_021684.1	Gnomon	intron	9535748	9535963	5283	NO	215
NC_021684.1	Gnomon	exon	9535964	9536017	5284	NO	53
NC_021684.1	Gnomon	intron	9536018	9536093	5285	NO	75
NC_021684.1	Gnomon	exon	9536094	9536156	5286	NO	62
NC_021684.1	Gnomon	intron	9536157	9536258	5287	NO	101
NC_021684.1	Gnomon	exon	9536259	9536321	5288	NO	62
NC_021684.1	Gnomon	intron	9536322	9536611	5289	NO	289
NC_021684.1	Gnomon	exon	9536612	9536728	5290	NO	116
NC_021684.1	Gnomon	intron	9536729	9537086	5291	NO	357
NC_021684.1	Gnomon	exon	9537087	9537164	5292	NO	77
NC_021684.1	Gnomon	intron	9537165	9537240	5293	NO	75
NC_021684.1	Gnomon	exon	9537241	9537294	5294	NO	53
NC_021684.1	Gnomon	intron	9537295	9537491	5295	NO	196
NC_021684.1	Gnomon	exon	9537492	9537540	5296	NO	48
NC_021684.1	Gnomon	intron	9537541	9537618	5297	NO	77
NC_021684.1	Gnomon	exon	9537619	9537654	5298	NO	35
NC_021684.1	Gnomon	intron	9537655	9538074	5299	NO	419
NC_021684.1	Gnomon	exon	9538075	9538164	5300	NO	89
NC_021684.1	Gnomon	intron	9538165	9538501	5301	NO	336
NC_021684.1	Gnomon	exon	9538502	9538585	5302	NO	83
NC_021684.1	Gnomon	intron	9538586	9538677	5303	NO	91
NC_021684.1	Gnomon	exon	9538678	9538797	5304	NO	119
NC_021684.1	Gnomon	intron	9538798	9539472	5305	NO	674
NC_021684.1	Gnomon	exon	9539473	9539640	5306	NO	167
NC_021684.1	Gnomon	intron	9539641	9539770	5307	NO	129
NC_021684.1	Gnomon	exon	9539771	9541700	5308	NO	1929
NC_021696.1	Gnomon	non_coding	9541701	9541769	NA	NA	68
NC_021684.1	Gnomon	exon	9541770	9542143	5310	NO	373
NC_021684.1	Gnomon	intron	9542144	9543105	5311	NO	961
NC_021684.1	Gnomon	exon	9543106	9544014	5312	NO	908
NC_021696.1	Gnomon	non_coding	9544015	9545590	NA	NA	1575
NC_021684.1	Gnomon	exon	9545591	9545690	5314	NO	99
NC_021684.1	Gnomon	intron	9545691	9548107	5315	NO	2416
NC_021684.1	Gnomon	exon	9548108	9548160	5316	NO	52
NC_021684.1	Gnomon	intron	9548161	9548934	5317	NO	773
NC_021684.1	Gnomon	exon	9548935	9549015	5318	NO	80
NC_021684.1	Gnomon	intron	9549016	9549112	5319	NO	96
NC_021684.1	Gnomon	exon	9549113	9549184	5320	NO	71
NC_021684.1	Gnomon	intron	9549185	9550094	5321	NO	909
NC_021684.1	Gnomon	exon	9550095	9550174	5322	NO	79
NC_021684.1	Gnomon	intron	9550175	9551071	5323	NO	896
NC_021684.1	Gnomon	exon	9551072	9551147	5324	NO	75
NC_021684.1	Gnomon	intron	9551148	9551301	5325	NO	153
NC_021684.1	Gnomon	exon	9551302	9551394	5326	NO	92
NC_021684.1	Gnomon	intron	9551395	9551723	5327	NO	328
NC_021684.1	Gnomon	exon	9551724	9551810	5328	NO	86
NC_021684.1	Gnomon	intron	9551811	9551959	5329	NO	148
NC_021684.1	Gnomon	exon	9551960	9552117	5330	NO	157
NC_021684.1	Gnomon	intron	9552118	9552708	5331	NO	590
NC_021684.1	Gnomon	exon	9552709	9552842	5332	NO	133
NC_021684.1	Gnomon	intron	9552843	9553413	5333	NO	570
NC_021684.1	Gnomon	exon	9553414	9553481	5334	NO	67
NC_021684.1	Gnomon	intron	9553482	9554214	5335	NO	732
NC_021684.1	Gnomon	exon	9554215	9554403	5336	NO	188
NC_021684.1	Gnomon	intron	9554404	9554846	5337	NO	442
NC_021684.1	Gnomon	exon	9554847	9554942	5338	NO	95
NC_021684.1	Gnomon	intron	9554943	9556286	5339	NO	1343
NC_021684.1	Gnomon	exon	9556287	9556530	5340	NO	243
NC_021684.1	Gnomon	intron	9556531	9556917	5341	NO	386
NC_021684.1	Gnomon	exon	9556918	9556993	5342	NO	75
NC_021684.1	Gnomon	intron	9556994	9557274	5343	NO	280
NC_021684.1	Gnomon	exon	9557275	9557378	5344	NO	103
NC_021684.1	Gnomon	intron	9557379	9557490	5345	NO	111
NC_021684.1	Gnomon	exon	9557491	9557616	5346	NO	125
NC_021684.1	Gnomon	intron	9557617	9558012	5347	NO	395
NC_021684.1	Gnomon	exon	9558013	9558081	5348	NO	68
NC_021684.1	Gnomon	intron	9558082	9558447	5349	NO	365
NC_021684.1	Gnomon	exon	9558448	9558590	5350	NO	142
NC_021684.1	Gnomon	intron	9558591	9560043	5351	NO	1452
NC_021684.1	Gnomon	exon	9560044	9560215	5352	NO	171
NC_021684.1	Gnomon	intron	9560216	9561167	5353	NO	951
NC_021684.1	Gnomon	exon	9561168	9561265	5354	NO	97
NC_021684.1	Gnomon	intron	9561266	9562566	5355	NO	1300
NC_021684.1	Gnomon	exon	9562567	9562705	5356	NO	138
NC_021684.1	Gnomon	intron	9562706	9563639	5357	NO	933
NC_021684.1	Gnomon	exon	9563640	9563738	5358	NO	98
NC_021684.1	Gnomon	intron	9563739	9564312	5359	NO	573
NC_021684.1	Gnomon	exon	9564313	9564609	5360	NO	296
NC_021696.1	Gnomon	non_coding	9564610	9565605	NA	NA	995
NC_021684.1	Gnomon	exon	9565606	9565683	5362	NO	77
NC_021684.1	Gnomon	intron	9565684	9567535	5363	NO	1851
NC_021684.1	Gnomon	exon	9567536	9567679	5364	NO	143
NC_021684.1	Gnomon	intron	9567680	9568006	5365	NO	326
NC_021684.1	Gnomon	exon	9568007	9568129	5366	NO	122
NC_021684.1	Gnomon	intron	9568130	9568689	5367	NO	559
NC_021684.1	Gnomon	exon	9568690	9568850	5368	NO	160
NC_021684.1	Gnomon	intron	9568851	9569313	5369	NO	462
NC_021684.1	Gnomon	exon	9569314	9569506	5370	NO	192
NC_021684.1	Gnomon	intron	9569507	9569910	5371	NO	403
NC_021684.1	Gnomon	exon	9569911	9571047	5372	NO	1136
NC_021696.1	Gnomon	non_coding	9571048	9573438	NA	NA	2390
NC_021684.1	Gnomon	exon	9573439	9573997	5374	NO	558
NC_021684.1	Gnomon	non_coding	9573998	9580110	5375	NO	6112
NC_021684.1	Gnomon	exon	9580111	9581085	5376	NO	974
NC_021684.1	Gnomon	non_coding	9581086	9592499	5377	NO	11413
NC_021684.1	Gnomon	exon	9592500	9592706	5378	NO	206
NC_021684.1	Gnomon	intron	9592707	9592846	5379	NO	139
NC_021684.1	Gnomon	exon	9592847	9592975	5380	NO	128
NC_021684.1	Gnomon	intron	9592976	9593583	5381	NO	607
NC_021684.1	Gnomon	exon	9593584	9593802	5382	NO	218
NC_021684.1	Gnomon	intron	9593803	9594592	5383	NO	789
NC_021684.1	Gnomon	exon	9594593	9594719	5384	NO	126
NC_021684.1	Gnomon	intron	9594720	9595794	5385	NO	1074
NC_021684.1	Gnomon	exon	9595795	9595855	5386	NO	60
NC_021684.1	Gnomon	intron	9595856	9613034	5387	NO	17178
NC_021684.1	Gnomon	exon	9613035	9613135	5388	NO	100
NC_021696.1	Gnomon	non_coding	9613136	9625378	NA	NA	12242
NC_021684.1	Gnomon	exon	9625379	9625633	5390	NO	254
NC_021684.1	Gnomon	intron	9625634	9626766	5391	NO	1132
NC_021684.1	Gnomon	exon	9626767	9626831	5392	NO	64
NC_021684.1	Gnomon	intron	9626832	9627884	5393	NO	1052
NC_021684.1	Gnomon	exon	9627885	9628191	5394	NO	306
NC_021684.1	Gnomon	intron	9628192	9628427	5395	NO	235
NC_021684.1	Gnomon	exon	9628428	9628637	5396	NO	209
NC_021684.1	Gnomon	intron	9628638	9629586	5397	NO	948
NC_021684.1	Gnomon	exon	9629587	9629779	5398	NO	192
NC_021684.1	Gnomon	intron	9629780	9630106	5399	NO	326
NC_021684.1	Gnomon	exon	9630107	9630206	5400	NO	99
NC_021684.1	Gnomon	intron	9630207	9630463	5401	NO	256
NC_021684.1	Gnomon	exon	9630464	9630602	5402	NO	138
NC_021684.1	Gnomon	intron	9630603	9630774	5403	NO	171
NC_021684.1	Gnomon	exon	9630775	9630894	5404	NO	119
NC_021684.1	Gnomon	intron	9630895	9631364	5405	NO	469
NC_021684.1	Gnomon	exon	9631365	9631610	5406	NO	245
NC_021684.1	Gnomon	intron	9631611	9632629	5407	NO	1018
NC_021684.1	Gnomon	exon	9632630	9633223	5408	NO	593
NC_021696.1	Gnomon	non_coding	9633224	9676029	NA	NA	42805
NC_021684.1	Gnomon	exon	9676030	9677272	5410	NO	1242
NC_021684.1	Gnomon	intron	9677273	9678822	5411	NO	1549
NC_021684.1	Gnomon	exon	9678823	9678952	5412	NO	129
NC_021684.1	Gnomon	intron	9678953	9685293	5413	NO	6340
NC_021684.1	Gnomon	exon	9685294	9685567	5414	NO	273
NC_021684.1	Gnomon	intron	9685568	9686478	5415	NO	910
NC_021684.1	Gnomon	exon	9686479	9686565	5416	NO	86
NC_021696.1	Gnomon	non_coding	9686566	9756916	NA	NA	70350
NC_021684.1	Gnomon	exon	9756917	9757798	5418	NO	881
NC_021684.1	Gnomon	non_coding	9757799	9800310	5419	NO	42511
NC_021684.1	Gnomon	exon	9800311	9800393	5420	NO	82
NC_021684.1	Gnomon	intron	9800394	9800811	5421	NO	417
NC_021684.1	Gnomon	exon	9800812	9800970	5422	NO	158
NC_021684.1	Gnomon	intron	9800971	9802042	5423	NO	1071
NC_021684.1	Gnomon	exon	9802043	9802143	5424	NO	100
NC_021696.1	Gnomon	non_coding	9802144	9909793	NA	NA	107649
NC_021684.1	Gnomon	exon	9909794	9913221	5426	NO	3427
NC_021684.1	Gnomon	intron	9913222	9953029	5427	NO	39807
NC_021684.1	Gnomon	exon	9953030	9953182	5428	NO	152
NC_021684.1	Gnomon	intron	9953183	9969360	5429	NO	16177
NC_021684.1	Gnomon	exon	9969361	9970006	5430	NO	645
NC_021684.1	Gnomon	intron	9970007	9998806	5431	NO	28799
NC_021684.1	Gnomon	exon	9998807	9998971	5432	NO	164
NC_021684.1	Gnomon	intron	9998972	10000523	5433	NO	1551
NC_021684.1	Gnomon	exon	10000524	10000620	5434	NO	96
NC_021684.1	Gnomon	intron	10000621	10002896	5435	NO	2275
NC_021684.1	Gnomon	exon	10002897	10003104	5436	NO	207
NC_021684.1	Gnomon	intron	10003105	10035661	5437	NO	32556
NC_021684.1	Gnomon	exon	10035662	10035846	5438	NO	184
NC_021684.1	Gnomon	intron	10035847	10035904	5439	NO	57
NC_021684.1	Gnomon	exon	10035905	10036004	5440	NO	99
NC_021684.1	Gnomon	intron	10036005	10040059	5441	NO	4054
NC_021684.1	Gnomon	exon	10040060	10040148	5442	NO	88
NC_021684.1	Gnomon	intron	10040149	10042783	5443	NO	2634
NC_021684.1	Gnomon	exon	10042784	10042820	5444	NO	36
NC_021696.1	Gnomon	non_coding	10042821	10043452	NA	NA	631
NC_021684.1	Gnomon	exon	10043453	10043613	5446	NO	160
NC_021684.1	Gnomon	intron	10043614	10044319	5447	NO	705
NC_021684.1	Gnomon	exon	10044320	10044406	5448	NO	86
NC_021684.1	Gnomon	intron	10044407	10045150	5449	NO	743
NC_021684.1	Gnomon	exon	10045151	10045283	5450	NO	132
NC_021684.1	Gnomon	intron	10045284	10049138	5451	NO	3854
NC_021684.1	Gnomon	exon	10049139	10049290	5452	NO	151
NC_021684.1	Gnomon	intron	10049291	10050544	5453	NO	1253
NC_021684.1	Gnomon	exon	10050545	10050634	5454	NO	89
NC_021684.1	Gnomon	intron	10050635	10051459	5455	NO	824
NC_021684.1	Gnomon	exon	10051460	10051609	5456	NO	149
NC_021684.1	Gnomon	intron	10051610	10052951	5457	NO	1341
NC_021684.1	Gnomon	exon	10052952	10053015	5458	NO	63
NC_021684.1	Gnomon	intron	10053016	10054634	5459	NO	1618
NC_021684.1	Gnomon	exon	10054635	10054833	5460	NO	198
NC_021684.1	Gnomon	intron	10054834	10056554	5461	NO	1720
NC_021684.1	Gnomon	exon	10056555	10056657	5462	NO	102
NC_021684.1	Gnomon	intron	10056658	10059804	5463	NO	3146
NC_021684.1	Gnomon	exon	10059805	10059896	5464	NO	91
NC_021684.1	Gnomon	intron	10059897	10060196	5465	NO	299
NC_021684.1	Gnomon	exon	10060197	10060596	5466	NO	399
NC_021696.1	Gnomon	non_coding	10060597	10083917	NA	NA	23320
NC_021684.1	Gnomon	exon	10083918	10084149	5468	NO	231
NC_021684.1	Gnomon	intron	10084150	10084933	5469	NO	783
NC_021684.1	Gnomon	exon	10084934	10085010	5470	NO	76
NC_021684.1	Gnomon	intron	10085011	10086591	5471	NO	1580
NC_021684.1	Gnomon	exon	10086592	10086783	5472	NO	191
NC_021684.1	Gnomon	intron	10086784	10087088	5473	NO	304
NC_021684.1	Gnomon	exon	10087089	10087286	5474	NO	197
NC_021684.1	Gnomon	intron	10087287	10088014	5475	NO	727
NC_021684.1	Gnomon	exon	10088015	10088175	5476	NO	160
NC_021684.1	Gnomon	intron	10088176	10088872	5477	NO	696
NC_021684.1	Gnomon	exon	10088873	10089026	5478	NO	153
NC_021684.1	Gnomon	intron	10089027	10089226	5479	NO	199
NC_021684.1	Gnomon	exon	10089227	10089336	5480	NO	109
NC_021684.1	Gnomon	intron	10089337	10090661	5481	NO	1324
NC_021684.1	Gnomon	exon	10090662	10090793	5482	NO	131
NC_021684.1	Gnomon	intron	10090794	10091592	5483	NO	798
NC_021684.1	Gnomon	exon	10091593	10091671	5484	NO	78
NC_021684.1	Gnomon	intron	10091672	10091759	5485	NO	87
NC_021684.1	Gnomon	exon	10091760	10091825	5486	NO	65
NC_021684.1	Gnomon	intron	10091826	10092475	5487	NO	649
NC_021684.1	Gnomon	exon	10092476	10092543	5488	NO	67
NC_021684.1	Gnomon	intron	10092544	10093744	5489	NO	1200
NC_021684.1	Gnomon	exon	10093745	10093826	5490	NO	81
NC_021696.1	Gnomon	non_coding	10093827	10110790	NA	NA	16963
NC_021684.1	Gnomon	exon	10110791	10111401	5492	NO	610
NC_021684.1	Gnomon	intron	10111402	10124048	5493	NO	12646
NC_021684.1	Gnomon	exon	10124049	10124246	5494	NO	197
NC_021684.1	Gnomon	intron	10124247	10124358	5495	NO	111
NC_021684.1	Gnomon	exon	10124359	10124482	5496	NO	123
NC_021684.1	Gnomon	intron	10124483	10135591	5497	NO	11108
NC_021684.1	Gnomon	exon	10135592	10135742	5498	NO	150
NC_021684.1	Gnomon	intron	10135743	10138919	5499	NO	3176
NC_021684.1	Gnomon	exon	10138920	10139190	5500	NO	270
NC_021684.1	Gnomon	intron	10139191	10140104	5501	NO	913
NC_021684.1	Gnomon	exon	10140105	10141236	5502	NO	1131
NC_021684.1	Gnomon	intron	10141237	10149729	5503	NO	8492
NC_021684.1	Gnomon	exon	10149730	10149840	5504	NO	110
NC_021696.1	Gnomon	non_coding	10149841	10235726	NA	NA	85885
NC_021684.1	Gnomon	exon	10235727	10238460	5506	NO	2733
NC_021684.1	Gnomon	intron	10238461	10240212	5507	NO	1751
NC_021684.1	Gnomon	exon	10240213	10240413	5508	NO	200
NC_021684.1	Gnomon	intron	10240414	10243189	5509	NO	2775
NC_021684.1	Gnomon	exon	10243190	10243357	5510	NO	167
NC_021684.1	Gnomon	intron	10243358	10243919	5511	NO	561
NC_021684.1	Gnomon	exon	10243920	10244018	5512	NO	98
NC_021684.1	Gnomon	intron	10244019	10249189	5513	NO	5170
NC_021684.1	Gnomon	exon	10249190	10249305	5514	NO	115
NC_021684.1	Gnomon	intron	10249306	10253930	5515	NO	4624
NC_021684.1	Gnomon	exon	10253931	10254047	5516	NO	116
NC_021684.1	Gnomon	intron	10254048	10255115	5517	NO	1067
NC_021684.1	Gnomon	exon	10255116	10255161	5518	NO	45
NC_021684.1	Gnomon	intron	10255162	10255998	5519	NO	836
NC_021684.1	Gnomon	exon	10255999	10256158	5520	NO	159
NC_021684.1	Gnomon	intron	10256159	10258070	5521	NO	1911
NC_021684.1	Gnomon	exon	10258071	10258215	5522	NO	144
NC_021684.1	Gnomon	intron	10258216	10259239	5523	NO	1023
NC_021684.1	Gnomon	exon	10259240	10259295	5524	NO	55
NC_021684.1	Gnomon	intron	10259296	10260362	5525	NO	1066
NC_021684.1	Gnomon	exon	10260363	10260425	5526	NO	62
NC_021684.1	Gnomon	intron	10260426	10261382	5527	NO	956
NC_021684.1	Gnomon	exon	10261383	10261447	5528	NO	64
NC_021684.1	Gnomon	intron	10261448	10261495	5529	NO	47
NC_021684.1	Gnomon	exon	10261496	10261546	5530	NO	50
NC_021696.1	Gnomon	non_coding	10261547	10264176	NA	NA	2629
NC_021684.1	Gnomon	exon	10264177	10268534	5532	NO	4357
NC_021684.1	Gnomon	intron	10268535	10268873	5533	NO	338
NC_021684.1	Gnomon	exon	10268874	10269053	5534	NO	179
NC_021684.1	Gnomon	intron	10269054	10270695	5535	NO	1641
NC_021684.1	Gnomon	exon	10270696	10270757	5536	NO	61
NC_021684.1	Gnomon	intron	10270758	10272435	5537	NO	1677
NC_021684.1	Gnomon	exon	10272436	10272592	5538	NO	156
NC_021684.1	Gnomon	intron	10272593	10275495	5539	NO	2902
NC_021684.1	Gnomon	exon	10275496	10275570	5540	NO	74
NC_021684.1	Gnomon	intron	10275571	10276592	5541	NO	1021
NC_021684.1	Gnomon	exon	10276593	10277479	5542	NO	886
NC_021684.1	Gnomon	intron	10277480	10288083	5543	NO	10603
NC_021684.1	Gnomon	exon	10288084	10288377	5544	NO	293
NC_021684.1	Gnomon	intron	10288378	10298369	5545	NO	9991
NC_021684.1	Gnomon	exon	10298370	10298445	5546	NO	75
NC_021696.1	Gnomon	non_coding	10298446	10308681	NA	NA	10235
NC_021684.1	Gnomon	exon	10308682	10309707	5548	NO	1025
NC_021684.1	Gnomon	intron	10309708	10310603	5549	NO	895
NC_021684.1	Gnomon	exon	10310604	10310759	5550	NO	155
NC_021684.1	Gnomon	intron	10310760	10311963	5551	NO	1203
NC_021684.1	Gnomon	exon	10311964	10312146	5552	NO	182
NC_021684.1	Gnomon	intron	10312147	10312899	5553	NO	752
NC_021684.1	Gnomon	exon	10312900	10313142	5554	NO	242
NC_021684.1	Gnomon	intron	10313143	10313278	5555	NO	135
NC_021684.1	Gnomon	exon	10313279	10313391	5556	NO	112
NC_021684.1	Gnomon	intron	10313392	10313609	5557	NO	217
NC_021684.1	Gnomon	exon	10313610	10313736	5558	NO	126
NC_021684.1	Gnomon	intron	10313737	10314048	5559	NO	311
NC_021684.1	Gnomon	exon	10314049	10314299	5560	NO	250
NC_021684.1	Gnomon	intron	10314300	10314826	5561	NO	526
NC_021684.1	Gnomon	exon	10314827	10314920	5562	NO	93
NC_021684.1	Gnomon	intron	10314921	10316083	5563	NO	1162
NC_021684.1	Gnomon	exon	10316084	10316275	5564	NO	191
NC_021684.1	Gnomon	intron	10316276	10316454	5565	NO	178
NC_021684.1	Gnomon	exon	10316455	10316589	5566	NO	134
NC_021684.1	Gnomon	intron	10316590	10317427	5567	NO	837
NC_021684.1	Gnomon	exon	10317428	10317635	5568	NO	207
NC_021684.1	Gnomon	intron	10317636	10317883	5569	NO	247
NC_021684.1	Gnomon	exon	10317884	10318103	5570	NO	219
NC_021684.1	Gnomon	intron	10318104	10319249	5571	NO	1145
NC_021684.1	Gnomon	exon	10319250	10319513	5572	NO	263
NC_021684.1	Gnomon	intron	10319514	10320117	5573	NO	603
NC_021684.1	Gnomon	exon	10320118	10320293	5574	NO	175
NC_021684.1	Gnomon	intron	10320294	10320837	5575	NO	543
NC_021684.1	Gnomon	exon	10320838	10320893	5576	NO	55
NC_021684.1	Gnomon	intron	10320894	10320945	5577	NO	51
NC_021684.1	Gnomon	exon	10320946	10321150	5578	NO	204
NC_021684.1	Gnomon	intron	10321151	10321902	5579	NO	751
NC_021684.1	Gnomon	exon	10321903	10322045	5580	NO	142
NC_021696.1	Gnomon	non_coding	10322046	10326031	NA	NA	3985
NC_021684.1	Gnomon	exon	10326032	10326055	5582	NO	23
NC_021684.1	Gnomon	intron	10326056	10326824	5583	NO	768
NC_021684.1	Gnomon	exon	10326825	10326954	5584	NO	129
NC_021684.1	Gnomon	intron	10326955	10328310	5585	NO	1355
NC_021684.1	Gnomon	exon	10328311	10328446	5586	NO	135
NC_021684.1	Gnomon	intron	10328447	10330658	5587	NO	2211
NC_021684.1	Gnomon	exon	10330659	10330861	5588	NO	202
NC_021684.1	Gnomon	intron	10330862	10331015	5589	NO	153
NC_021684.1	Gnomon	exon	10331016	10331148	5590	NO	132
NC_021684.1	Gnomon	intron	10331149	10334045	5591	NO	2896
NC_021684.1	Gnomon	exon	10334046	10334132	5592	NO	86
NC_021684.1	Gnomon	intron	10334133	10335729	5593	NO	1596
NC_021684.1	Gnomon	exon	10335730	10335802	5594	NO	72
NC_021684.1	Gnomon	intron	10335803	10336754	5595	NO	951
NC_021684.1	Gnomon	exon	10336755	10336834	5596	NO	79
NC_021684.1	Gnomon	intron	10336835	10338146	5597	NO	1311
NC_021684.1	Gnomon	exon	10338147	10338257	5598	NO	110
NC_021684.1	Gnomon	intron	10338258	10338744	5599	NO	486
NC_021684.1	Gnomon	exon	10338745	10338805	5600	NO	60
NC_021684.1	Gnomon	intron	10338806	10339828	5601	NO	1022
NC_021684.1	Gnomon	exon	10339829	10339931	5602	NO	102
NC_021684.1	Gnomon	intron	10339932	10340537	5603	NO	605
NC_021684.1	Gnomon	exon	10340538	10340618	5604	NO	80
NC_021684.1	Gnomon	intron	10340619	10341715	5605	NO	1096
NC_021684.1	Gnomon	exon	10341716	10344573	5606	NO	2857
NC_021696.1	Gnomon	non_coding	10344574	10347267	NA	NA	2693
NC_021684.1	Gnomon	exon	10347268	10347415	5608	NO	147
NC_021684.1	Gnomon	intron	10347416	10347501	5609	NO	85
NC_021684.1	Gnomon	exon	10347502	10347603	5610	NO	101
NC_021684.1	Gnomon	intron	10347604	10349034	5611	NO	1430
NC_021684.1	Gnomon	exon	10349035	10349164	5612	NO	129
NC_021684.1	Gnomon	intron	10349165	10350149	5613	NO	984
NC_021684.1	Gnomon	exon	10350150	10350204	5614	NO	54
NC_021684.1	Gnomon	intron	10350205	10351619	5615	NO	1414
NC_021684.1	Gnomon	exon	10351620	10351746	5616	NO	126
NC_021684.1	Gnomon	intron	10351747	10355625	5617	NO	3878
NC_021684.1	Gnomon	exon	10355626	10355661	5618	NO	35
NC_021684.1	Gnomon	intron	10355662	10378884	5619	NO	23222
NC_021684.1	Gnomon	exon	10378885	10378905	5620	NO	20
NC_021684.1	Gnomon	intron	10378906	10385045	5621	NO	6139
NC_021684.1	Gnomon	exon	10385046	10385129	5622	NO	83
NC_021684.1	Gnomon	intron	10385130	10406327	5623	NO	21197
NC_021684.1	Gnomon	exon	10406328	10406398	5624	NO	70
NC_021684.1	Gnomon	intron	10406399	10421778	5625	NO	15379
NC_021684.1	Gnomon	exon	10421779	10421914	5626	NO	135
NC_021684.1	Gnomon	intron	10421915	10460844	5627	NO	38929
NC_021684.1	Gnomon	exon	10460845	10461383	5628	NO	538
NC_021696.1	Gnomon	non_coding	10461384	10502077	NA	NA	40693
NC_021684.1	Gnomon	exon	10502078	10503412	5630	NO	1334
NC_021684.1	Gnomon	intron	10503413	10510312	5631	NO	6899
NC_021684.1	Gnomon	exon	10510313	10510495	5632	NO	182
NC_021684.1	Gnomon	intron	10510496	10540984	5633	NO	30488
NC_021684.1	Gnomon	exon	10540985	10541125	5634	NO	140
NC_021684.1	Gnomon	intron	10541126	10543124	5635	NO	1998
NC_021684.1	Gnomon	exon	10543125	10543225	5636	NO	100
NC_021684.1	Gnomon	intron	10543226	10543663	5637	NO	437
NC_021684.1	Gnomon	exon	10543664	10543787	5638	NO	123
NC_021684.1	Gnomon	intron	10543788	10545844	5639	NO	2056
NC_021684.1	Gnomon	exon	10545845	10545998	5640	NO	153
NC_021684.1	Gnomon	intron	10545999	10546635	5641	NO	636
NC_021684.1	Gnomon	exon	10546636	10546735	5642	NO	99
NC_021684.1	Gnomon	intron	10546736	10556398	5643	NO	9662
NC_021684.1	Gnomon	exon	10556399	10556513	5644	NO	114
NC_021684.1	Gnomon	intron	10556514	10561082	5645	NO	4568
NC_021684.1	Gnomon	exon	10561083	10561283	5646	NO	200
NC_021684.1	Gnomon	intron	10561284	10569322	5647	NO	8038
NC_021684.1	Gnomon	exon	10569323	10569419	5648	NO	96
NC_021684.1	Gnomon	intron	10569420	10569712	5649	NO	292
NC_021684.1	Gnomon	exon	10569713	10569903	5650	NO	190
NC_021684.1	Gnomon	intron	10569904	10573452	5651	NO	3548
NC_021684.1	Gnomon	exon	10573453	10573604	5652	NO	151
NC_021684.1	Gnomon	intron	10573605	10573918	5653	NO	313
NC_021684.1	Gnomon	exon	10573919	10574039	5654	NO	120
NC_021684.1	Gnomon	intron	10574040	10574356	5655	NO	316
NC_021684.1	Gnomon	exon	10574357	10574493	5656	NO	136
NC_021684.1	Gnomon	intron	10574494	10575029	5657	NO	535
NC_021684.1	Gnomon	exon	10575030	10575197	5658	NO	167
NC_021684.1	Gnomon	intron	10575198	10576069	5659	NO	871
NC_021684.1	Gnomon	exon	10576070	10576163	5660	NO	93
NC_021684.1	Gnomon	intron	10576164	10576635	5661	NO	471
NC_021684.1	Gnomon	exon	10576636	10576875	5662	NO	239
NC_021684.1	Gnomon	intron	10576876	10577031	5663	NO	155
NC_021684.1	Gnomon	exon	10577032	10577175	5664	NO	143
NC_021684.1	Gnomon	intron	10577176	10577866	5665	NO	690
NC_021684.1	Gnomon	exon	10577867	10578101	5666	NO	234
NC_021684.1	Gnomon	intron	10578102	10579450	5667	NO	1348
NC_021684.1	Gnomon	exon	10579451	10579593	5668	NO	142
NC_021684.1	Gnomon	intron	10579594	10582059	5669	NO	2465
NC_021684.1	Gnomon	exon	10582060	10582316	5670	NO	256
NC_021684.1	Gnomon	intron	10582317	10586762	5671	NO	4445
NC_021684.1	Gnomon	exon	10586763	10586829	5672	NO	66
NC_021684.1	Gnomon	intron	10586830	10591443	5673	NO	4613
NC_021684.1	Gnomon	exon	10591444	10591590	5674	NO	146
NC_021684.1	Gnomon	intron	10591591	10592493	5675	NO	902
NC_021684.1	Gnomon	exon	10592494	10592653	5676	NO	159
NC_021684.1	Gnomon	intron	10592654	10593205	5677	NO	551
NC_021684.1	Gnomon	exon	10593206	10593309	5678	NO	103
NC_021684.1	Gnomon	intron	10593310	10593732	5679	NO	422
NC_021684.1	Gnomon	exon	10593733	10593829	5680	NO	96
NC_021684.1	Gnomon	intron	10593830	10594489	5681	NO	659
NC_021684.1	Gnomon	exon	10594490	10594680	5682	NO	190
NC_021684.1	Gnomon	intron	10594681	10595347	5683	NO	666
NC_021684.1	Gnomon	exon	10595348	10595517	5684	NO	169
NC_021684.1	Gnomon	intron	10595518	10597148	5685	NO	1630
NC_021684.1	Gnomon	exon	10597149	10597361	5686	NO	212
NC_021684.1	Gnomon	intron	10597362	10600325	5687	NO	2963
NC_021684.1	Gnomon	exon	10600326	10600476	5688	NO	150
NC_021684.1	Gnomon	intron	10600477	10603774	5689	NO	3297
NC_021684.1	Gnomon	exon	10603775	10604109	5690	NO	334
NC_021696.1	Gnomon	non_coding	10604110	10650567	NA	NA	46457
NC_021684.1	Gnomon	exon	10650568	10650834	5692	NO	266
NC_021684.1	Gnomon	intron	10650835	10651462	5693	NO	627
NC_021684.1	Gnomon	exon	10651463	10651515	5694	NO	52
NC_021684.1	Gnomon	intron	10651516	10652051	5695	NO	535
NC_021684.1	Gnomon	exon	10652052	10652228	5696	NO	176
NC_021684.1	Gnomon	intron	10652229	10655237	5697	NO	3008
